week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine,city_code,region_code,center_type,op_area,Predicted_Orders
146,55,2704,320.13,321.13,0,0,Other Snacks,Thai,647,56,TYPE_C,2.0,31
146,55,2492,388.03,387.03,0,0,Desert,Indian,647,56,TYPE_C,2.0,29
146,55,1543,486.03,484.03,0,0,Desert,Indian,647,56,TYPE_C,2.0,64
146,55,2304,486.03,484.03,0,0,Desert,Indian,647,56,TYPE_C,2.0,29
146,55,2664,312.34,312.34,0,0,Salad,Italian,647,56,TYPE_C,2.0,241
146,55,2569,312.34,314.34,0,0,Salad,Italian,647,56,TYPE_C,2.0,108
146,55,2490,290.03,292.03,0,0,Salad,Italian,647,56,TYPE_C,2.0,229
146,24,1885,158.11,160.11,0,1,Beverages,Thai,614,85,TYPE_B,3.6,1384
146,24,1993,160.11,159.11,0,0,Beverages,Thai,614,85,TYPE_B,3.6,657
146,24,2539,158.14,157.14,0,0,Beverages,Thai,614,85,TYPE_B,3.6,233
146,24,2139,291.03,292.03,0,0,Beverages,Indian,614,85,TYPE_B,3.6,146
146,24,1778,193.06,192.06,0,0,Beverages,Italian,614,85,TYPE_B,3.6,737
146,24,1062,192.09,192.09,0,0,Beverages,Italian,614,85,TYPE_B,3.6,769
146,24,2707,237.68,236.68,0,0,Beverages,Italian,614,85,TYPE_B,3.6,1008
146,24,1207,361.81,361.81,0,0,Beverages,Continental,614,85,TYPE_B,3.6,109
146,24,1230,389.0,389.0,0,0,Beverages,Continental,614,85,TYPE_B,3.6,92
146,24,2322,383.15,384.15,0,0,Beverages,Continental,614,85,TYPE_B,3.6,186
146,24,2290,302.64,304.64,0,0,Rice Bowl,Indian,614,85,TYPE_B,3.6,1146
146,24,1727,466.63,464.63,0,0,Rice Bowl,Indian,614,85,TYPE_B,3.6,477
146,24,1109,309.43,309.43,0,0,Rice Bowl,Indian,614,85,TYPE_B,3.6,1084
146,24,1571,640.23,639.23,0,0,Fish,Continental,614,85,TYPE_B,3.6,55
146,24,2956,640.23,640.23,0,0,Fish,Continental,614,85,TYPE_B,3.6,55
146,24,2577,319.13,321.13,0,0,Starters,Thai,614,85,TYPE_B,3.6,161
146,24,2640,319.13,321.13,0,0,Starters,Thai,614,85,TYPE_B,3.6,194
146,24,1878,320.13,319.13,0,0,Starters,Thai,614,85,TYPE_B,3.6,161
146,24,2306,243.5,335.62,1,0,Pasta,Italian,614,85,TYPE_B,3.6,188
146,24,1216,436.56,436.56,0,0,Pasta,Italian,614,85,TYPE_B,3.6,104
146,24,2126,486.03,486.03,0,0,Pasta,Italian,614,85,TYPE_B,3.6,131
146,24,2826,377.33,378.33,0,0,Sandwich,Italian,614,85,TYPE_B,3.6,721
146,24,1754,334.71,334.71,0,0,Sandwich,Italian,614,85,TYPE_B,3.6,629
146,24,1971,350.2,350.2,0,0,Sandwich,Italian,614,85,TYPE_B,3.6,195
146,24,1902,447.23,446.23,0,0,Biryani,Indian,614,85,TYPE_B,3.6,67
146,24,1770,426.83,484.03,0,0,Biryani,Indian,614,85,TYPE_B,3.6,60
146,24,1198,228.01,228.01,0,0,Extras,Thai,614,85,TYPE_B,3.6,173
146,24,1311,154.23,195.03,0,0,Extras,Thai,614,85,TYPE_B,3.6,160
146,24,1803,179.45,215.4,0,0,Extras,Thai,614,85,TYPE_B,3.6,253
146,24,1438,195.0,194.0,0,0,Soup,Thai,614,85,TYPE_B,3.6,127
146,24,2494,196.0,194.0,0,0,Soup,Thai,614,85,TYPE_B,3.6,127
146,24,1847,194.0,194.0,0,0,Soup,Thai,614,85,TYPE_B,3.6,76
146,24,1558,562.6,562.6,0,0,Pizza,Continental,614,85,TYPE_B,3.6,124
146,24,2581,564.6,564.6,0,0,Pizza,Continental,614,85,TYPE_B,3.6,168
146,24,1962,558.72,560.72,0,0,Pizza,Continental,614,85,TYPE_B,3.6,358
146,24,1445,728.53,727.53,0,0,Seafood,Continental,614,85,TYPE_B,3.6,40
146,24,2867,728.53,728.53,0,0,Seafood,Continental,614,85,TYPE_B,3.6,39
146,24,2760,162.99,241.53,0,1,Other Snacks,Thai,614,85,TYPE_B,3.6,377
146,24,1525,320.13,320.13,0,0,Other Snacks,Thai,614,85,TYPE_B,3.6,161
146,24,2704,319.13,321.13,0,0,Other Snacks,Thai,614,85,TYPE_B,3.6,161
146,24,1543,486.03,484.03,0,0,Desert,Indian,614,85,TYPE_B,3.6,232
146,24,2304,486.03,486.03,0,0,Desert,Indian,614,85,TYPE_B,3.6,131
146,24,2664,311.43,311.43,0,0,Salad,Italian,614,85,TYPE_B,3.6,463
146,24,2569,320.1,320.1,0,0,Salad,Italian,614,85,TYPE_B,3.6,443
146,24,2490,292.03,290.03,0,0,Salad,Italian,614,85,TYPE_B,3.6,375
146,11,1885,158.17,157.17,0,0,Beverages,Thai,679,56,TYPE_A,3.7,1513
146,11,1993,159.14,159.14,0,0,Beverages,Thai,679,56,TYPE_A,3.7,540
146,11,2539,159.11,158.11,0,0,Beverages,Thai,679,56,TYPE_A,3.7,432
146,11,2139,291.03,292.03,0,0,Beverages,Indian,679,56,TYPE_A,3.7,35
146,11,2631,165.93,163.93,0,0,Beverages,Indian,679,56,TYPE_A,3.7,61
146,11,1248,163.93,164.93,0,0,Beverages,Indian,679,56,TYPE_A,3.7,63
146,11,1778,181.45,181.45,0,0,Beverages,Italian,679,56,TYPE_A,3.7,774
146,11,1062,179.48,180.48,0,0,Beverages,Italian,679,56,TYPE_A,3.7,793
146,11,2707,236.68,236.68,0,0,Beverages,Italian,679,56,TYPE_A,3.7,1037
146,11,1207,389.0,390.0,0,0,Beverages,Continental,679,56,TYPE_A,3.7,89
146,11,1230,368.63,367.63,0,0,Beverages,Continental,679,56,TYPE_A,3.7,111
146,11,2322,379.3,378.3,0,0,Beverages,Continental,679,56,TYPE_A,3.7,185
146,11,2290,303.64,304.64,0,0,Rice Bowl,Indian,679,56,TYPE_A,3.7,755
146,11,1727,466.63,464.63,0,0,Rice Bowl,Indian,679,56,TYPE_A,3.7,589
146,11,1109,311.43,310.43,0,0,Rice Bowl,Indian,679,56,TYPE_A,3.7,1142
146,11,1571,639.23,641.23,0,0,Fish,Continental,679,56,TYPE_A,3.7,55
146,11,2956,639.23,640.23,0,0,Fish,Continental,679,56,TYPE_A,3.7,55
146,11,2577,320.13,321.13,0,0,Starters,Thai,679,56,TYPE_A,3.7,126
146,11,2640,320.13,320.13,0,0,Starters,Thai,679,56,TYPE_A,3.7,157
146,11,1878,320.13,321.13,0,1,Starters,Thai,679,56,TYPE_A,3.7,148
146,11,2306,234.74,337.62,1,0,Pasta,Italian,679,56,TYPE_A,3.7,142
146,11,1216,436.56,436.56,0,0,Pasta,Italian,679,56,TYPE_A,3.7,43
146,11,2126,435.53,486.03,0,0,Pasta,Italian,679,56,TYPE_A,3.7,43
146,11,2826,377.33,378.33,0,0,Sandwich,Italian,679,56,TYPE_A,3.7,615
146,11,1754,327.86,328.86,0,0,Sandwich,Italian,679,56,TYPE_A,3.7,458
146,11,1971,345.35,346.35,0,0,Sandwich,Italian,679,56,TYPE_A,3.7,185
146,11,1902,445.23,447.23,0,0,Biryani,Indian,679,56,TYPE_A,3.7,25
146,11,1247,445.23,446.23,0,0,Biryani,Indian,679,56,TYPE_A,3.7,26
146,11,1770,427.83,485.03,0,0,Biryani,Indian,679,56,TYPE_A,3.7,28
146,11,1198,191.09,220.22,0,0,Extras,Thai,679,56,TYPE_A,3.7,285
146,11,1311,206.64,207.64,0,0,Extras,Thai,679,56,TYPE_A,3.7,485
146,11,1803,183.33,206.61,0,0,Extras,Thai,679,56,TYPE_A,3.7,505
146,11,1438,194.0,195.0,0,1,Soup,Thai,679,56,TYPE_A,3.7,270
146,11,2494,195.0,195.0,0,1,Soup,Thai,679,56,TYPE_A,3.7,270
146,11,1847,194.0,194.0,0,1,Soup,Thai,679,56,TYPE_A,3.7,389
146,11,1558,562.6,563.6,0,0,Pizza,Continental,679,56,TYPE_A,3.7,118
146,11,2581,564.6,562.6,0,0,Pizza,Continental,679,56,TYPE_A,3.7,144
146,11,1962,558.72,560.72,0,0,Pizza,Continental,679,56,TYPE_A,3.7,232
146,11,1445,727.53,727.53,0,0,Seafood,Continental,679,56,TYPE_A,3.7,36
146,11,2444,728.53,727.53,0,0,Seafood,Continental,679,56,TYPE_A,3.7,35
146,11,2867,727.53,726.53,0,0,Seafood,Continental,679,56,TYPE_A,3.7,36
146,11,2760,161.99,243.53,0,1,Other Snacks,Thai,679,56,TYPE_A,3.7,371
146,11,1525,319.13,321.13,0,0,Other Snacks,Thai,679,56,TYPE_A,3.7,126
146,11,2704,319.13,320.13,0,0,Other Snacks,Thai,679,56,TYPE_A,3.7,126
146,11,2492,389.03,387.03,0,0,Desert,Indian,679,56,TYPE_A,3.7,43
146,11,1543,486.03,486.03,0,0,Desert,Indian,679,56,TYPE_A,3.7,65
146,11,2304,486.03,484.03,0,0,Desert,Indian,679,56,TYPE_A,3.7,43
146,11,2664,305.61,303.61,0,0,Salad,Italian,679,56,TYPE_A,3.7,420
146,11,2569,314.34,314.34,0,0,Salad,Italian,679,56,TYPE_A,3.7,297
146,11,2490,290.03,290.03,0,0,Salad,Italian,679,56,TYPE_A,3.7,339
146,83,1885,142.59,143.59,0,0,Beverages,Thai,659,77,TYPE_A,5.3,748
146,83,1993,142.59,142.59,0,0,Beverages,Thai,659,77,TYPE_A,5.3,486
146,83,2539,144.59,142.59,0,0,Beverages,Thai,659,77,TYPE_A,5.3,297
146,83,2139,292.03,290.03,0,0,Beverages,Indian,659,77,TYPE_A,5.3,53
146,83,2631,137.74,139.74,0,0,Beverages,Indian,659,77,TYPE_A,5.3,75
146,83,1248,154.26,153.26,0,0,Beverages,Indian,659,77,TYPE_A,5.3,75
146,83,1778,157.17,157.17,0,0,Beverages,Italian,659,77,TYPE_A,5.3,326
146,83,1062,159.14,157.14,0,0,Beverages,Italian,659,77,TYPE_A,5.3,503
146,83,2707,208.61,207.61,0,0,Beverages,Italian,659,77,TYPE_A,5.3,402
146,83,1207,352.11,352.11,0,0,Beverages,Continental,659,77,TYPE_A,5.3,129
146,83,1230,362.81,363.81,0,0,Beverages,Continental,659,77,TYPE_A,5.3,129
146,83,2322,354.11,353.11,0,0,Beverages,Continental,659,77,TYPE_A,5.3,131
146,83,2290,298.79,298.79,0,0,Rice Bowl,Indian,659,77,TYPE_A,5.3,640
146,83,1727,447.23,447.23,0,0,Rice Bowl,Indian,659,77,TYPE_A,5.3,291
146,83,1109,310.43,311.43,0,0,Rice Bowl,Indian,659,77,TYPE_A,5.3,471
146,83,1571,581.03,581.03,0,0,Fish,Continental,659,77,TYPE_A,5.3,77
146,83,2956,581.03,581.03,0,0,Fish,Continental,659,77,TYPE_A,5.3,77
146,83,2104,581.03,581.03,0,0,Fish,Continental,659,77,TYPE_A,5.3,77
146,83,2577,319.13,319.13,0,0,Starters,Thai,659,77,TYPE_A,5.3,108
146,83,2640,320.13,321.13,0,0,Starters,Thai,659,77,TYPE_A,5.3,217
146,83,1878,321.13,320.13,0,0,Starters,Thai,659,77,TYPE_A,5.3,234
146,83,2306,242.53,336.62,1,0,Pasta,Italian,659,77,TYPE_A,5.3,115
146,83,1216,413.25,414.25,0,0,Pasta,Italian,659,77,TYPE_A,5.3,44
146,83,2126,437.53,509.31,0,0,Pasta,Italian,659,77,TYPE_A,5.3,67
146,83,2826,327.92,326.92,0,0,Sandwich,Italian,659,77,TYPE_A,5.3,373
146,83,1754,328.83,330.83,0,0,Sandwich,Italian,659,77,TYPE_A,5.3,438
146,83,1971,328.86,327.86,0,0,Sandwich,Italian,659,77,TYPE_A,5.3,270
146,83,1902,446.23,445.23,0,0,Biryani,Indian,659,77,TYPE_A,5.3,31
146,83,1247,447.23,446.23,0,0,Biryani,Indian,659,77,TYPE_A,5.3,40
146,83,1770,426.83,486.03,0,0,Biryani,Indian,659,77,TYPE_A,5.3,44
146,83,1558,557.78,558.78,0,0,Pizza,Continental,659,77,TYPE_A,5.3,151
146,83,2581,559.69,559.69,0,0,Pizza,Continental,659,77,TYPE_A,5.3,197
146,83,1962,563.63,561.63,0,0,Pizza,Continental,659,77,TYPE_A,5.3,237
146,83,1445,726.53,728.53,0,0,Seafood,Continental,659,77,TYPE_A,5.3,47
146,83,2867,728.53,727.53,0,0,Seafood,Continental,659,77,TYPE_A,5.3,45
146,83,2760,184.36,261.93,0,1,Other Snacks,Thai,659,77,TYPE_A,5.3,368
146,83,1525,320.13,319.13,0,0,Other Snacks,Thai,659,77,TYPE_A,5.3,211
146,83,2704,319.13,319.13,0,0,Other Snacks,Thai,659,77,TYPE_A,5.3,211
146,83,2492,456.93,455.93,0,0,Desert,Indian,659,77,TYPE_A,5.3,44
146,83,1543,473.39,483.09,0,1,Desert,Indian,659,77,TYPE_A,5.3,103
146,83,2304,452.08,484.09,0,1,Desert,Indian,659,77,TYPE_A,5.3,87
146,83,2664,322.07,321.07,0,0,Salad,Italian,659,77,TYPE_A,5.3,386
146,83,2569,293.0,292.0,0,0,Salad,Italian,659,77,TYPE_A,5.3,381
146,83,2490,290.03,290.03,0,0,Salad,Italian,659,77,TYPE_A,5.3,284
146,32,1885,122.28,121.28,0,0,Beverages,Thai,526,34,TYPE_A,3.8,401
146,32,1993,119.31,119.31,0,0,Beverages,Thai,526,34,TYPE_A,3.8,330
146,32,2539,118.34,119.34,0,0,Beverages,Thai,526,34,TYPE_A,3.8,136
146,32,2139,275.54,274.54,0,0,Beverages,Indian,526,34,TYPE_A,3.8,41
146,32,2631,139.71,138.71,0,0,Beverages,Indian,526,34,TYPE_A,3.8,74
146,32,1778,159.14,157.14,0,0,Beverages,Italian,526,34,TYPE_A,3.8,170
146,32,1062,160.11,158.11,0,0,Beverages,Italian,526,34,TYPE_A,3.8,279
146,32,2707,202.76,201.76,0,0,Beverages,Italian,526,34,TYPE_A,3.8,278
146,32,1207,363.75,365.75,0,0,Beverages,Continental,526,34,TYPE_A,3.8,115
146,32,1230,363.75,364.75,0,0,Beverages,Continental,526,34,TYPE_A,3.8,115
146,32,2322,359.9,359.9,0,0,Beverages,Continental,526,34,TYPE_A,3.8,128
146,32,2290,259.96,260.96,0,0,Rice Bowl,Indian,526,34,TYPE_A,3.8,301
146,32,1727,423.95,423.95,0,0,Rice Bowl,Indian,526,34,TYPE_A,3.8,232
146,32,1109,309.43,309.43,0,0,Rice Bowl,Indian,526,34,TYPE_A,3.8,325
146,32,1571,583.03,581.03,0,0,Fish,Continental,526,34,TYPE_A,3.8,55
146,32,2956,583.03,582.03,0,0,Fish,Continental,526,34,TYPE_A,3.8,55
146,32,2104,582.03,582.03,0,0,Fish,Continental,526,34,TYPE_A,3.8,55
146,32,2577,320.13,319.13,0,0,Starters,Thai,526,34,TYPE_A,3.8,126
146,32,2640,321.13,320.13,0,0,Starters,Thai,526,34,TYPE_A,3.8,157
146,32,1878,319.13,320.13,0,0,Starters,Thai,526,34,TYPE_A,3.8,126
146,32,1216,418.13,416.13,0,0,Pasta,Italian,526,34,TYPE_A,3.8,41
146,32,2126,435.53,508.31,0,1,Pasta,Italian,526,34,TYPE_A,3.8,65
146,32,2826,327.92,325.92,0,0,Sandwich,Italian,526,34,TYPE_A,3.8,278
146,32,1754,292.03,290.03,0,0,Sandwich,Italian,526,34,TYPE_A,3.8,460
146,32,1971,290.06,291.06,0,0,Sandwich,Italian,526,34,TYPE_A,3.8,280
146,32,1902,446.23,447.23,0,0,Biryani,Indian,526,34,TYPE_A,3.8,24
146,32,1247,445.23,447.23,0,0,Biryani,Indian,526,34,TYPE_A,3.8,26
146,32,1770,426.83,485.03,0,0,Biryani,Indian,526,34,TYPE_A,3.8,28
146,32,1558,512.19,513.19,0,0,Pizza,Continental,526,34,TYPE_A,3.8,120
146,32,2581,512.19,511.19,0,0,Pizza,Continental,526,34,TYPE_A,3.8,144
146,32,1962,513.19,513.19,0,0,Pizza,Continental,526,34,TYPE_A,3.8,211
146,32,1445,728.53,727.53,0,0,Seafood,Continental,526,34,TYPE_A,3.8,36
146,32,2444,727.53,728.53,0,0,Seafood,Continental,526,34,TYPE_A,3.8,35
146,32,2867,727.53,726.53,0,0,Seafood,Continental,526,34,TYPE_A,3.8,35
146,32,2760,184.36,261.93,0,0,Other Snacks,Thai,526,34,TYPE_A,3.8,126
146,32,1525,319.13,320.13,0,0,Other Snacks,Thai,526,34,TYPE_A,3.8,126
146,32,2704,319.13,321.13,0,0,Other Snacks,Thai,526,34,TYPE_A,3.8,126
146,32,2492,447.23,447.23,0,0,Desert,Indian,526,34,TYPE_A,3.8,41
146,32,1543,446.26,444.26,0,0,Desert,Indian,526,34,TYPE_A,3.8,70
146,32,2304,435.56,436.56,0,0,Desert,Indian,526,34,TYPE_A,3.8,41
146,32,2664,275.48,338.53,0,0,Salad,Italian,526,34,TYPE_A,3.8,442
146,32,2569,283.3,340.53,0,0,Salad,Italian,526,34,TYPE_A,3.8,504
146,32,2490,280.36,279.36,0,0,Salad,Italian,526,34,TYPE_A,3.8,182
146,13,1885,156.17,151.38,0,1,Beverages,Thai,590,56,TYPE_B,6.7,2515
146,13,1993,157.14,148.41,0,1,Beverages,Thai,590,56,TYPE_B,6.7,1504
146,13,2539,160.11,160.11,0,0,Beverages,Thai,590,56,TYPE_B,6.7,650
146,13,2139,292.03,290.03,0,0,Beverages,Indian,590,56,TYPE_B,6.7,117
146,13,2631,164.96,164.96,0,0,Beverages,Indian,590,56,TYPE_B,6.7,182
146,13,1248,161.99,161.99,0,0,Beverages,Indian,590,56,TYPE_B,6.7,156
146,13,1778,193.09,192.09,0,0,Beverages,Italian,590,56,TYPE_B,6.7,883
146,13,1062,191.09,193.09,0,0,Beverages,Italian,590,56,TYPE_B,6.7,952
146,13,2707,238.68,237.68,0,0,Beverages,Italian,590,56,TYPE_B,6.7,1946
146,13,1207,383.18,382.18,0,0,Beverages,Continental,590,56,TYPE_B,6.7,148
146,13,1230,376.36,377.36,0,0,Beverages,Continental,590,56,TYPE_B,6.7,128
146,13,2322,376.39,377.39,0,0,Beverages,Continental,590,56,TYPE_B,6.7,243
146,13,2290,301.67,301.67,0,0,Rice Bowl,Indian,590,56,TYPE_B,6.7,2052
146,13,1727,464.63,465.63,0,0,Rice Bowl,Indian,590,56,TYPE_B,6.7,1001
146,13,1109,310.43,310.43,0,0,Rice Bowl,Indian,590,56,TYPE_B,6.7,1685
146,13,1571,640.23,641.23,0,0,Fish,Continental,590,56,TYPE_B,6.7,159
146,13,2956,636.32,638.32,0,0,Fish,Continental,590,56,TYPE_B,6.7,159
146,13,2104,641.23,641.23,0,0,Fish,Continental,590,56,TYPE_B,6.7,156
146,13,2577,321.13,321.13,0,1,Starters,Thai,590,56,TYPE_B,6.7,358
146,13,2640,321.13,319.13,0,0,Starters,Thai,590,56,TYPE_B,6.7,371
146,13,1878,320.13,319.13,0,0,Starters,Thai,590,56,TYPE_B,6.7,289
146,13,2306,242.5,336.62,1,0,Pasta,Italian,590,56,TYPE_B,6.7,261
146,13,1216,417.13,417.13,0,0,Pasta,Italian,590,56,TYPE_B,6.7,134
146,13,2126,484.03,508.31,0,1,Pasta,Italian,590,56,TYPE_B,6.7,186
146,13,2826,377.36,378.36,0,0,Sandwich,Italian,590,56,TYPE_B,6.7,1225
146,13,1754,327.86,329.86,0,0,Sandwich,Italian,590,56,TYPE_B,6.7,949
146,13,1971,344.35,346.35,0,0,Sandwich,Italian,590,56,TYPE_B,6.7,343
146,13,1902,445.23,446.23,0,0,Biryani,Indian,590,56,TYPE_B,6.7,87
146,13,1247,445.23,446.23,0,0,Biryani,Indian,590,56,TYPE_B,6.7,89
146,13,1770,425.83,486.03,0,0,Biryani,Indian,590,56,TYPE_B,6.7,96
146,13,1198,158.17,174.6,0,0,Extras,Thai,590,56,TYPE_B,6.7,566
146,13,1311,195.94,197.94,0,0,Extras,Thai,590,56,TYPE_B,6.7,603
146,13,1803,164.9,191.09,0,0,Extras,Thai,590,56,TYPE_B,6.7,613
146,13,1438,196.0,195.0,0,0,Soup,Thai,590,56,TYPE_B,6.7,241
146,13,2494,194.0,196.0,0,0,Soup,Thai,590,56,TYPE_B,6.7,209
146,13,1847,195.0,196.0,0,0,Soup,Thai,590,56,TYPE_B,6.7,210
146,13,1558,563.6,563.6,0,0,Pizza,Continental,590,56,TYPE_B,6.7,157
146,13,2581,562.6,564.6,0,0,Pizza,Continental,590,56,TYPE_B,6.7,256
146,13,1962,564.6,564.6,0,0,Pizza,Continental,590,56,TYPE_B,6.7,574
146,13,1445,727.53,726.53,0,0,Seafood,Continental,590,56,TYPE_B,6.7,83
146,13,2444,726.53,727.53,0,0,Seafood,Continental,590,56,TYPE_B,6.7,153
146,13,2867,728.53,728.53,0,1,Seafood,Continental,590,56,TYPE_B,6.7,109
146,13,2760,162.96,242.53,0,1,Other Snacks,Thai,590,56,TYPE_B,6.7,1186
146,13,1525,319.13,320.13,0,0,Other Snacks,Thai,590,56,TYPE_B,6.7,334
146,13,2704,319.13,321.13,0,0,Other Snacks,Thai,590,56,TYPE_B,6.7,306
146,13,2492,388.03,388.03,0,0,Desert,Indian,590,56,TYPE_B,6.7,130
146,13,1543,485.03,485.03,0,0,Desert,Indian,590,56,TYPE_B,6.7,232
146,13,2304,486.03,484.03,0,0,Desert,Indian,590,56,TYPE_B,6.7,133
146,13,2664,345.38,335.62,0,1,Salad,Italian,590,56,TYPE_B,6.7,782
146,13,2569,344.38,344.38,0,0,Salad,Italian,590,56,TYPE_B,6.7,406
146,13,2490,290.03,290.03,0,0,Salad,Italian,590,56,TYPE_B,6.7,423
146,109,1885,158.14,151.35,0,1,Beverages,Thai,599,56,TYPE_A,3.6,985
146,109,1993,157.14,157.14,0,1,Beverages,Thai,599,56,TYPE_A,3.6,709
146,109,2539,158.14,157.14,0,0,Beverages,Thai,599,56,TYPE_A,3.6,233
146,109,2631,158.17,158.17,0,0,Beverages,Indian,599,56,TYPE_A,3.6,56
146,109,1248,165.93,165.93,0,0,Beverages,Indian,599,56,TYPE_A,3.6,53
146,109,1778,190.15,191.15,0,0,Beverages,Italian,599,56,TYPE_A,3.6,311
146,109,1062,190.12,190.12,0,0,Beverages,Italian,599,56,TYPE_A,3.6,318
146,109,2707,238.68,238.68,0,0,Beverages,Italian,599,56,TYPE_A,3.6,559
146,109,1207,390.91,391.91,0,0,Beverages,Continental,599,56,TYPE_A,3.6,89
146,109,1230,380.27,380.27,0,0,Beverages,Continental,599,56,TYPE_A,3.6,118
146,109,2322,377.39,375.39,0,0,Beverages,Continental,599,56,TYPE_A,3.6,184
146,109,2290,303.67,301.67,0,0,Rice Bowl,Indian,599,56,TYPE_A,3.6,378
146,109,1727,465.63,466.63,0,0,Rice Bowl,Indian,599,56,TYPE_A,3.6,279
146,109,1109,311.43,310.43,0,0,Rice Bowl,Indian,599,56,TYPE_A,3.6,515
146,109,2577,321.13,319.13,0,0,Starters,Thai,599,56,TYPE_A,3.6,126
146,109,2640,321.13,319.13,0,0,Starters,Thai,599,56,TYPE_A,3.6,157
146,109,1878,319.13,321.13,0,0,Starters,Thai,599,56,TYPE_A,3.6,126
146,109,2306,244.5,337.62,1,0,Pasta,Italian,599,56,TYPE_A,3.6,92
146,109,1216,417.13,418.13,0,0,Pasta,Italian,599,56,TYPE_A,3.6,41
146,109,2126,485.03,486.03,0,0,Pasta,Italian,599,56,TYPE_A,3.6,41
146,109,2826,379.33,379.33,0,0,Sandwich,Italian,599,56,TYPE_A,3.6,395
146,109,1754,329.86,328.86,0,0,Sandwich,Italian,599,56,TYPE_A,3.6,311
146,109,1971,344.35,345.35,0,0,Sandwich,Italian,599,56,TYPE_A,3.6,154
146,109,1902,446.23,446.23,0,0,Biryani,Indian,599,56,TYPE_A,3.6,24
146,109,1770,426.83,484.03,0,0,Biryani,Indian,599,56,TYPE_A,3.6,28
146,109,1198,193.03,227.01,0,0,Extras,Thai,599,56,TYPE_A,3.6,196
146,109,1311,196.97,194.97,0,0,Extras,Thai,599,56,TYPE_A,3.6,313
146,109,1803,181.39,208.61,0,1,Extras,Thai,599,56,TYPE_A,3.6,318
146,109,1438,195.0,194.0,0,0,Soup,Thai,599,56,TYPE_A,3.6,75
146,109,2494,195.0,195.0,0,0,Soup,Thai,599,56,TYPE_A,3.6,75
146,109,1847,195.0,194.0,0,0,Soup,Thai,599,56,TYPE_A,3.6,75
146,109,1558,564.6,564.6,0,0,Pizza,Continental,599,56,TYPE_A,3.6,118
146,109,2581,564.6,562.6,0,0,Pizza,Continental,599,56,TYPE_A,3.6,144
146,109,1962,563.6,564.6,0,0,Pizza,Continental,599,56,TYPE_A,3.6,232
146,109,1445,726.53,726.53,0,0,Seafood,Continental,599,56,TYPE_A,3.6,36
146,109,2867,653.78,727.53,0,0,Seafood,Continental,599,56,TYPE_A,3.6,49
146,109,2760,163.99,242.53,0,0,Other Snacks,Thai,599,56,TYPE_A,3.6,126
146,109,1525,319.13,319.13,0,0,Other Snacks,Thai,599,56,TYPE_A,3.6,126
146,109,2704,321.13,319.13,0,0,Other Snacks,Thai,599,56,TYPE_A,3.6,126
